anio,diaSemana,codificacion_linea,codificacion_estacion,codificacion_mes,afluencia
2013,5,7,105,5,49299
2011,2,12,182,5,0
2016,7,11,177,11,4175
2023,1,7,105,1,28026
2011,2,9,146,11,18983
2019,7,9,58,9,18332
2012,1,2,44,2,122671
2021,5,3,67,8,13048
2019,1,3,48,5,15215
2014,3,12,181,9,0
2011,1,1,12,1,47195
2020,7,10,154,4,2801
2024,1,5,61,3,4625
2020,6,11,172,8,4789
2011,3,8,129,8,22025
2023,6,6,98,12,4674
2012,1,4,77,8,8733
2011,1,7,113,4,25105
2016,5,2,36,10,95568
2015,1,5,87,12,4109
2018,7,7,114,7,5927
2012,3,8,123,11,15433
2014,7,9,74,7,8129
2013,1,10,151,8,40327
2022,5,1,7,1,12109
2014,3,12,196,1,2867
2015,7,5,83,4,5055
2023,1,3,62,6,16134
2010,4,3,59,10,92125
2011,7,2,34,10,17109
2012,3,2,45,11,47604
2014,1,12,180,3,27834
2015,2,2,40,12,23944
2023,6,5,76,6,4033
2013,4,8,32,2,4589
2021,4,10,153,7,15951
2023,7,9,141,5,23110
2021,7,5,61,1,6600
2019,1,12,183,12,14765
2024,3,3,42,1,10708
2015,1,8,6,5,17528
2019,3,4,74,11,7307
2019,7,2,39,1,45726
2016,3,1,12,9,27827
2019,5,2,42,9,25613
2010,3,5,61,2,14413
2019,5,8,121,1,29731
2012,7,2,32,2,13814
2018,1,2,45,7,30335
2024,3,7,103,2,11772
2021,2,1,7,2,9529
2011,4,6,85,1,4938
2020,7,9,146,7,2697
2012,7,1,1,11,39332
2017,1,2,23,3,13739
2011,5,8,32,11,4243
2015,1,2,31,10,26501
2017,5,3,42,2,17390
2020,3,8,117,4,11256
2012,3,10,150,2,24956
2022,4,3,53,7,24443
2019,7,8,127,6,8388
2021,2,2,44,2,23089
2018,4,10,149,11,12260
2022,4,6,97,10,7020
2020,4,12,194,7,4926
2016,2,4,70,6,1701
2011,6,4,15,2,6615
2011,4,12,190,8,0
2021,5,2,45,2,0
2020,7,12,192,8,1831
2015,4,5,83,12,5729
2011,7,1,3,3,18999
2019,4,5,76,6,4463
2016,3,5,79,10,10961
2022,4,12,188,11,0
2024,5,12,196,4,9694
2010,6,8,134,9,90552
2018,7,1,17,4,20735
2024,3,7,112,5,41766
2022,3,3,47,6,21049
2020,4,8,126,10,9408
2011,3,2,32,2,30764
2019,6,11,84,5,6958
2015,2,2,36,1,114095
2023,3,6,94,7,19618
2022,1,11,172,7,10284
2019,3,1,1,9,50047
2024,5,7,109,4,13716
2024,7,4,68,6,3793
2013,3,1,6,7,30035
2014,2,1,14,1,15234
2014,5,7,107,2,14484
2012,1,2,35,5,30709
2021,6,6,97,10,4429
2014,4,5,87,2,4233
2020,2,11,177,11,3693
2011,3,4,68,4,8540
2013,4,2,30,3,20968
2011,3,2,28,8,27974
2010,2,11,161,10,24792
2022,7,4,74,10,7910
2022,7,2,32,7,11187
2015,5,8,128,1,11412
2020,4,12,110,3,21919
2011,6,9,136,11,10841
2011,2,5,61,2,15957
2016,7,6,85,11,1355
2010,1,9,58,2,4521
2018,1,1,2,5,24942
2020,6,4,68,5,0
2011,5,3,60,12,28540
2011,1,1,3,5,42614
2013,5,2,38,8,46863
2016,3,8,123,9,14251
2021,7,9,146,8,4799
2013,1,11,173,5,14817
2012,5,2,43,6,26562
2022,1,11,162,1,13262
2023,3,12,49,3,9333
2023,6,8,123,1,8801
2021,3,11,161,10,16179
2013,6,11,73,8,4884
2012,5,9,137,7,28854
2018,5,2,22,4,11608
2018,6,1,12,4,20479
2020,4,3,56,6,5575
2012,2,8,131,1,22041
2015,3,1,8,3,39462
2021,5,11,161,8,10460
2011,5,12,186,2,0
2023,1,8,116,7,7788
2020,7,9,136,4,544
2012,5,5,11,7,66648
2022,5,10,156,7,16100
2020,7,3,49,6,5464
2022,2,2,43,5,12349
2016,2,8,121,5,32211
2018,5,6,97,4,10105
2015,1,2,36,10,125000
2021,5,1,5,9,23756
2023,7,8,121,11,14532
2020,7,11,73,4,1724
2013,7,8,126,4,8013
2011,5,2,4,11,26512
2021,1,8,134,11,87586
2020,3,4,70,11,1528
2023,1,4,74,1,4896
2012,7,3,58,10,9220
2013,5,11,170,7,30432
2012,4,10,151,5,35320
2016,3,7,109,4,17326
2016,1,1,11,3,35319
2020,4,1,10,9,29236
2013,7,7,45,8,5641
2015,4,2,42,7,42717
2021,4,11,167,11,17077
2011,1,12,30,5,0
2019,2,1,15,9,24145
2015,5,3,57,7,33301
2011,1,8,121,4,23948
2013,2,10,152,8,15469
2010,5,4,15,10,8361
2015,5,1,9,11,84170
2024,6,8,6,6,15738
2018,3,3,50,4,121296
2020,4,11,163,1,60285
2012,5,3,63,6,30898
2022,3,3,56,10,12155
2012,5,11,167,1,23211
2011,7,1,5,6,29670
2016,2,8,134,9,115298
2024,1,2,35,2,6219
2023,7,12,49,7,5201
2023,5,10,152,2,16223
2014,4,10,148,7,12902
2024,1,2,31,4,18501
2014,1,12,184,7,0
2010,4,2,28,12,18703
2020,2,11,163,12,35530
2015,4,8,126,5,17956
2022,7,12,196,12,0
2015,1,3,66,3,21652
2017,6,4,75,4,13361
2011,5,1,20,1,33465
2017,1,11,124,3,6178
2012,6,2,27,12,21600
2019,4,5,89,12,30797
2010,4,6,100,10,8027
2012,1,8,121,11,27625
2012,7,2,42,1,14048
2012,7,1,4,10,13205
2014,2,6,99,7,5228
2014,4,5,76,10,5984
2022,5,11,20,1,7853
2014,3,8,32,7,4476
2014,1,12,183,1,8926
2015,4,11,20,5,14612
2012,3,11,162,5,22103
2017,6,1,1,2,51842
2021,1,12,49,11,0
2010,5,12,194,10,0
2011,3,3,59,1,62655
2024,5,11,172,5,16915
2023,2,5,78,3,21502
2023,7,12,183,6,0
2015,2,7,107,7,19266
2015,3,1,12,10,32277
2010,7,8,6,1,8395
2019,5,11,124,11,8128
2014,7,6,92,7,16276
2011,7,8,129,9,10866
2016,1,11,165,4,22066
2015,1,7,107,8,14704
2011,7,11,161,9,18066
2018,6,8,131,11,20172
2012,5,1,19,2,29605
2024,2,3,62,3,19708
2023,7,8,134,9,44971
2021,1,6,97,1,3824
2015,4,7,110,6,23321
2015,1,6,100,3,9407
2021,1,12,183,11,0
2012,1,11,167,1,23297
2020,2,2,43,8,8831
2017,6,1,5,1,35602
2015,6,5,82,8,6346
2022,6,8,124,5,14274
2010,6,2,32,9,21625
2014,6,6,98,1,5655
2013,6,12,189,4,15228
2015,6,4,15,9,8721
2018,3,5,84,2,10788
2020,6,9,137,8,18653
2010,1,6,97,12,8069
2010,5,1,17,12,40441
2011,7,8,130,6,14810
2013,4,7,108,8,14978
2016,7,1,18,3,4333
2014,1,8,116,6,9747
2010,7,7,109,10,5774
2016,2,7,108,2,18221
2021,1,11,54,10,3281
2024,5,2,32,4,19847
2012,6,5,89,10,32834
2022,7,11,170,4,10841
2022,7,11,165,5,11474
2010,1,12,179,11,0
2020,2,1,11,5,17380
2016,2,8,116,11,8321
2015,4,11,161,7,24659
2017,5,8,118,2,17809
2019,1,1,7,9,28800
2018,3,8,126,2,12300
2011,7,12,183,4,0
2023,6,5,80,10,4935
2012,6,6,53,1,1730
2012,6,4,15,1,6090
2023,5,9,137,1,43767
2016,4,5,85,3,13159
2016,3,11,124,5,6442
2020,1,8,118,12,10681
2020,3,7,105,11,24031
2023,7,9,8,6,23608
2023,5,8,131,4,19701
2013,2,3,60,12,24625
2015,1,7,108,2,6970
2013,4,7,108,3,10093
2019,4,9,136,12,7000
2023,2,3,53,11,36194
2010,6,8,128,2,11748
2014,6,8,126,6,13353
2018,5,11,84,9,14880
2017,7,3,58,5,12016
2023,1,11,175,5,2929
2014,5,7,108,8,15657
2011,7,8,118,4,10401
2015,3,3,67,7,26273
2011,1,2,37,7,18636
2021,5,4,75,1,7978
2014,7,3,42,3,18236
2011,1,7,8,3,10674
2014,7,12,192,9,3344
2011,5,7,105,3,44647
2016,3,4,71,7,7646
2011,3,7,102,3,10393
2017,2,2,25,4,19162
2024,5,11,165,4,17406
2024,2,9,58,2,14447
2023,2,10,154,12,11839
2015,3,8,130,8,23472
2010,2,12,183,1,0
2016,5,8,124,1,20997
2022,3,9,32,8,9088
2015,6,7,102,4,8253
2013,1,2,27,7,30886
2015,1,1,15,4,24610
2010,3,1,20,9,26077
2016,2,12,179,9,3060
2016,5,9,74,4,13994
2017,6,11,124,5,7524
2011,6,8,127,11,10652
2020,1,2,40,10,9688
2019,3,11,175,9,6555
2011,4,12,179,2,0
2024,7,4,73,5,4529
2015,3,8,130,2,27333
2013,1,3,58,8,26798
2024,2,1,5,6,14917
2018,2,5,80,6,6166
2018,7,1,12,2,14403
2010,6,8,116,12,11503
2010,6,8,123,4,8701
2023,7,7,110,2,9430
2016,5,4,71,1,8473
2016,3,8,124,11,26121
2012,4,7,45,12,6966
2023,6,2,39,4,51584
2020,4,5,79,5,0
2019,5,6,101,8,23752
2011,6,1,20,7,32941
2023,4,1,17,3,31977
2023,6,12,49,12,8401
2023,6,9,136,5,6477
2018,1,11,166,11,22418
2015,5,4,75,9,23878
2020,6,12,188,9,9236
2021,6,2,29,1,0
2022,1,1,6,1,16582
2019,1,1,2,5,20052
2018,3,11,124,3,6640
2011,5,9,32,10,18906
2012,3,8,34,11,22839
2021,6,2,24,9,12382
2013,7,11,168,7,21742
2019,7,7,110,5,26418
2012,2,2,39,12,92276
2014,3,11,170,5,31295
2022,5,3,57,2,25403
2023,6,10,151,9,26341
2010,5,2,28,2,22356
2015,2,10,152,1,12425
2021,1,2,22,12,5229
2015,4,10,150,2,18922
2023,2,3,65,10,22370
2019,6,12,187,3,26505
2020,1,10,148,2,13706
2018,1,3,48,3,8346
2019,2,2,31,1,25598
2015,7,9,142,10,4481
2014,3,8,134,3,101014
2022,2,1,2,10,0
2019,3,12,129,11,16606
2016,6,8,121,10,33805
2015,7,10,155,10,16343
2010,3,3,53,11,50274
2010,5,1,16,9,62134
2014,6,11,177,3,6532
2021,5,3,60,12,14928
2024,7,1,2,2,0
2011,6,8,124,12,28933
2022,4,12,189,11,0
2023,4,9,141,2,45354
2011,2,2,26,8,51927
2020,5,3,49,1,21469
2013,5,5,84,8,14152
2023,1,8,121,6,25084
2020,5,8,119,2,8007
2016,3,11,163,2,74955
2010,4,12,129,10,0
2015,2,11,166,2,16908
2020,6,9,58,7,4846
2011,1,10,152,9,27314
2016,4,12,110,6,13565
2011,4,1,13,5,41047
2014,1,8,6,5,18324
2020,7,3,59,9,14817
2024,7,8,32,3,1902
2023,7,2,33,10,6119
2017,2,11,174,5,18026
2016,5,7,45,11,10576
2018,2,5,78,5,21201
2023,7,2,29,5,10902
2016,2,3,42,4,16066
2011,5,10,150,9,25606
2015,5,4,75,10,29929
2016,3,10,156,5,18658
2012,1,4,69,11,6962
2014,1,9,146,5,12549
2021,1,8,130,2,12681
2013,3,11,169,6,28259
2020,6,6,94,2,17148
2021,5,3,64,1,0
2016,5,10,151,4,39226
2016,4,12,188,2,14657
2022,2,8,118,8,13635
2014,6,8,126,9,16462
2019,6,5,61,11,12578
2018,1,3,52,4,19795
2016,6,8,32,12,4962
2024,3,1,17,6,0
2017,2,3,66,1,22766
2012,5,8,126,11,16407
2014,3,9,74,2,7891
2014,1,12,49,9,11808
2015,7,9,142,1,3395
2024,1,1,11,3,17057
2016,3,2,25,6,16611
2015,1,6,97,11,3335
2013,5,1,6,1,33223
2023,2,12,182,4,0
2010,7,5,87,1,2330
2014,1,1,11,1,50136
2011,7,9,142,10,4666
2022,7,2,23,7,9302
2024,2,10,152,1,13486
2021,6,3,7,9,2292
2019,1,5,61,11,11136
2018,5,3,65,7,26304
2019,1,12,182,12,17947
2011,6,10,155,6,33055
2020,1,4,75,8,10849
2013,1,8,130,7,27428
2018,1,4,70,8,2598
2011,6,11,170,2,27639
2019,4,7,105,7,56445
2012,7,11,124,11,10529
2023,6,1,5,2,0
2011,3,6,92,10,14389
2019,6,3,54,7,10087
2014,6,9,140,10,16616
2010,2,1,4,12,45479
2016,3,3,67,2,22297
2022,5,7,107,7,9978
2014,5,11,73,7,4584
2011,7,2,39,5,16373
2021,4,5,78,2,6473
2016,7,11,175,7,8734
2022,1,10,153,7,19476
2019,5,5,89,8,48470
2011,3,3,67,5,26776
2020,3,11,173,9,5689
2010,6,9,32,10,8986
2016,2,8,34,1,20911
2024,1,11,54,4,6450
2013,6,8,121,2,38301
2015,3,6,98,2,8221
2012,1,3,53,1,55384
2022,1,6,53,11,1455
2022,3,11,169,3,22416
2010,5,12,182,11,0
2015,1,10,153,10,14354
2011,1,9,8,6,59399
2020,3,9,140,4,6257
2015,7,12,188,5,0
2020,5,3,63,11,23861
2018,7,4,69,8,3033
2015,3,12,187,7,0
2019,7,12,187,2,9959
2013,1,4,69,12,5609
2013,3,3,48,12,23860
2015,7,8,6,2,9863
2016,2,5,11,9,116476
2022,7,3,59,7,25772
2020,2,8,133,3,29936
2018,3,12,192,6,15291
2011,6,2,34,9,23784
2020,6,7,103,10,5405
2014,7,7,103,8,7532
2018,2,11,173,12,18038
2016,2,8,123,5,14262
2014,3,5,82,3,9189
2018,4,2,29,12,26065
2020,3,7,105,4,12313
2011,4,7,45,8,9451
2016,5,8,130,8,27398
2019,7,6,97,4,1137
2014,3,4,70,2,3118
2011,2,10,148,1,20101
2018,3,2,34,10,30151
2021,6,5,87,1,0
2019,4,11,158,9,72979
2010,5,11,173,3,14668
2013,7,2,39,8,62976
2021,5,12,187,9,0
2020,1,2,32,7,12921
2015,1,11,124,8,5180
2012,4,11,164,12,29169
2017,1,3,62,9,0
2022,1,2,36,2,53802
2018,3,8,131,12,12884
2012,1,12,189,9,0
2010,1,11,20,9,17826
2013,2,12,180,12,26861
2022,2,11,124,3,3945
2024,7,2,22,3,2938
2019,6,2,34,3,37760
2013,3,12,179,6,2144
2019,4,3,49,4,30093
2014,2,6,101,4,14570
2022,7,11,73,4,3210
2015,4,9,146,3,14802
2019,4,12,198,4,23767
2023,7,2,26,12,11172
2015,5,10,150,12,22968
2018,1,8,117,12,27638
2014,7,3,47,3,13965
2013,4,11,175,4,7304
2013,4,5,11,7,98304
2012,6,1,3,4,39454
2019,2,2,4,12,26862
2018,5,5,11,9,116979
2011,3,3,60,2,28958
2021,6,11,158,12,44654
2012,5,11,167,8,22146
2016,5,6,75,9,35429
2020,3,2,30,2,20452
2012,6,8,124,9,46876
2023,1,9,74,2,9256
2014,7,2,45,8,22594
2012,2,9,74,11,12927
2015,4,2,26,8,34921
2016,4,9,142,9,6726
2020,5,10,151,7,27218
2013,3,8,119,6,7701
2013,4,11,162,12,15710
2016,3,10,152,9,19162
2014,2,1,12,4,31679
2016,7,11,170,1,16426
2016,5,3,63,5,39169
2012,7,6,98,8,1554
2020,5,8,128,5,0
2013,4,12,129,3,9594
2016,1,4,69,5,7341
2012,7,12,30,7,0
2018,7,11,124,10,7828
2024,3,12,190,3,28260
2019,1,7,103,7,9817
2021,2,5,86,11,13513
2015,7,6,92,10,16575
2012,4,1,10,5,47773
2023,4,8,126,1,14238
2021,3,10,155,11,30466
2015,5,2,4,5,29360
2023,5,3,52,7,13755
2015,7,10,151,1,17369
2023,5,2,28,8,19499
2022,4,3,63,8,35176
2010,6,5,78,1,21362
2018,3,7,107,10,17812
2015,7,9,146,12,7718
2011,1,9,146,3,7371
2011,5,6,100,9,13669
2010,1,2,23,10,34362
2015,7,9,8,8,28775
2016,3,3,60,6,27163
2017,6,1,1,5,49920
2022,3,11,54,2,5145
2015,2,11,177,4,5648
2020,6,2,23,6,5903
2020,2,8,127,3,10520
2022,7,9,142,2,2574
2014,6,10,153,7,11944
2024,3,2,26,4,26719
2016,6,9,32,12,5813
2023,4,8,118,11,14090
2018,7,4,71,9,6007
2024,7,12,179,6,2835
2012,2,1,9,12,81236
2012,3,6,99,11,5253
2023,1,9,140,5,16003
2022,3,11,158,6,47716
2011,7,12,30,10,0
2015,1,1,16,5,42682
2019,4,6,100,11,9484
2018,6,8,118,5,14830
2020,5,4,68,1,8428
2022,6,6,75,7,16468
2014,6,4,15,6,7526
2013,4,3,63,2,36173
2018,1,6,97,10,8218
2019,7,4,71,1,5376
2011,3,11,73,9,5744
2018,1,7,112,6,28565
2020,6,9,146,7,4647
2016,6,3,60,4,14161
2014,4,4,71,8,7722
2020,3,7,45,1,8550
2018,2,1,3,7,23855
2022,3,3,56,6,12036
2023,2,11,73,4,4763
2020,2,1,12,3,30848
2012,1,12,30,7,0
2022,1,4,70,11,1983
2021,6,5,78,7,13676
2024,2,1,3,3,14588
2023,1,3,7,8,12050
2020,4,3,47,12,15136
2022,1,5,79,9,8144
2020,1,7,105,2,17328
2018,7,11,54,11,4905
2010,2,5,87,2,4608
2015,5,5,76,5,5555
2015,7,12,192,10,3346
2022,5,6,98,1,6422
2010,5,12,183,9,0
2019,6,11,161,4,24897
2019,3,11,166,6,24349
2015,1,12,30,7,7456
2012,7,1,3,1,19189
2014,4,11,73,4,3985
2020,3,12,191,1,66233
2022,2,1,1,4,37317
2012,3,1,18,5,27380
2021,3,8,6,1,9925
2022,5,2,25,10,16645
2014,2,12,184,6,0
2020,7,3,50,12,37972
2023,4,8,131,6,18990
2012,3,11,166,10,22703
2015,1,2,31,9,26470
2014,1,11,163,3,66096
2020,3,12,181,8,10160
2016,1,1,2,9,29147
2023,6,1,9,1,33708
2018,5,11,54,12,6489
2018,4,8,119,7,7460
2022,3,4,15,1,5185
2019,7,2,24,11,21463
2016,2,12,189,10,20310
2019,7,2,45,3,21154
2011,5,3,67,4,29041
2024,4,1,11,4,31889
2012,3,3,48,6,20124
2020,2,9,32,9,5477
2016,1,12,184,8,11991
2014,4,9,11,5,113260
2018,6,8,116,10,7003
2020,6,2,25,2,14055
2017,1,12,49,9,0
2011,6,1,17,5,48313
2020,2,8,131,8,10414
2020,2,5,82,2,7447
2019,1,10,152,4,15349
2023,3,10,148,1,12939
2016,4,1,11,1,52968
2018,2,11,161,3,18959
2013,4,7,113,8,20575
2010,1,3,66,12,13514
2021,3,2,45,8,23059
2013,6,12,188,6,13544
2017,1,1,6,3,27406
2022,5,1,20,9,0
2010,5,1,7,9,25501
2011,4,4,74,8,7617
2014,5,3,54,2,15602
2018,4,5,84,11,5966
2023,1,10,156,6,13852
2023,5,3,53,11,21695
2016,3,7,104,7,39642
2019,7,1,14,8,8023
2018,3,6,92,9,14535
2016,6,7,114,2,17315
2012,7,4,71,6,3709
2010,6,8,124,12,18993
2011,6,2,40,8,25773
2016,7,8,118,3,12072
2020,6,1,13,4,7211
2024,6,2,33,3,13978
2021,5,12,198,8,0
2014,7,12,180,8,9341
2022,1,6,99,11,5047
2022,3,12,184,8,0
2021,7,12,190,8,0
2017,7,4,68,3,5917
2020,6,10,154,5,0
2023,6,4,68,2,7529
2019,6,3,58,8,17757
2011,2,11,168,4,35992
2014,4,8,117,3,26481
2015,7,11,173,2,6697
2022,2,10,150,2,18532
2014,2,3,53,9,50207
2018,1,12,188,12,12891
2020,7,12,129,4,2319
2012,5,3,42,4,6558
2018,1,7,8,9,6363
2010,2,12,49,12,0
2019,7,12,182,1,7003
2020,3,3,49,7,9943
2012,2,2,44,5,132835
2023,5,3,7,10,15020
2011,1,2,30,10,39206
2016,5,4,73,12,8031
2023,5,10,155,7,33336
2016,4,3,50,1,119771
2018,6,7,109,9,13739
2016,6,5,11,9,89445
2019,1,5,80,8,5438
2022,2,7,102,8,6052
2016,4,2,42,3,32486
2020,2,2,38,1,30695
2010,5,11,167,1,23744
2013,6,11,54,12,3658
2012,3,10,11,4,105798
2018,7,7,110,7,15266
2019,5,8,123,12,15038
2022,7,4,77,10,1012
2024,4,5,11,5,59746
2019,3,8,117,10,25946
2015,5,11,73,6,5202
2022,5,9,143,12,22371
2022,7,4,68,10,5257
2015,4,3,60,6,29974
2015,3,9,136,9,9693
2019,5,8,130,2,27350
2024,3,2,38,7,24487
2019,6,2,35,9,18030
2019,6,9,74,8,15769
2018,6,2,37,12,11359
2020,3,10,154,10,7829
2018,7,12,196,3,5458
2011,2,12,189,9,0
2014,5,7,102,6,11104
2013,5,7,114,6,26420
2010,7,8,116,10,4993
2018,6,9,146,3,12439
2014,2,2,23,9,38047
2010,5,11,174,1,15459
2016,6,3,54,4,12521
2022,5,11,172,4,9762
2022,6,12,194,5,0
2020,7,11,166,1,33489
2013,7,9,32,4,4862
2018,6,4,70,12,1910
2011,4,3,50,12,107327
2010,2,2,22,9,8922
2023,5,9,142,12,2
2014,1,10,155,2,30587
2012,1,4,71,9,8485
2023,7,9,32,1,2874
2022,2,3,49,12,34646
2011,7,8,121,12,17610
2013,7,11,165,4,16243
2022,3,11,84,4,8566
2018,4,5,89,12,45505
2018,6,8,131,7,16428
2016,4,9,146,9,15469
2017,1,9,140,1,19565
2024,3,2,43,7,16207
2020,6,12,110,8,5180
2014,4,5,11,3,108780
2017,1,1,4,1,32055
2016,7,11,174,5,10058
2022,7,10,151,8,20273
2024,4,12,187,7,19731
2024,2,2,34,3,25344
2019,5,6,75,1,35487
2019,2,7,93,12,27550
2011,3,2,30,1,27212
2021,3,6,101,8,7093
2024,2,12,49,4,13414
2011,7,12,187,9,0
2020,1,11,161,2,14260
2018,1,9,74,11,9992
2024,6,7,102,2,6178
2022,7,3,50,12,61741
2020,1,12,188,2,21539
2011,2,8,119,11,9483
2023,6,1,5,10,0
2014,7,8,134,3,43538
2022,1,11,165,3,11243
2012,7,5,76,9,3730
2016,6,7,110,12,14855
2015,1,3,7,2,10490
2022,6,5,89,1,16365
2018,3,3,42,5,19017
2023,2,11,161,9,20732
2011,6,12,179,7,0
2022,4,7,112,6,27211
2017,7,12,192,4,3630
2014,1,4,77,8,7265
2022,4,5,84,5,7816
2014,5,10,149,8,13258
2014,3,8,118,1,5173
2018,2,5,87,5,2452
2013,3,11,172,5,8746
2016,2,8,124,5,12859
2011,3,7,8,7,8033
2023,7,12,49,1,277
2011,6,12,181,12,0
2016,3,11,169,4,29005
2021,6,1,15,8,13682
2022,5,2,35,4,12713
2022,2,8,131,4,20951
2018,7,12,181,7,2479
2015,5,6,85,7,4424
2021,6,11,166,11,27821
2015,3,4,68,12,10913
2010,4,6,85,11,5823
2015,2,7,108,6,18033
2013,6,11,73,5,4716
2012,5,2,24,8,34701
2011,5,7,107,7,14110
2014,7,1,16,1,53172
2023,2,1,8,1,18422
2012,6,2,25,9,16608
2022,5,1,11,8,0
2012,6,3,65,5,14533
2016,1,3,66,5,23337
2023,2,11,166,12,21691
2023,1,6,100,7,6554
2023,4,8,116,2,10834
2020,3,3,65,11,13362
2022,6,9,137,12,15076
2022,5,2,23,1,13383
2019,5,5,79,3,7047
2019,5,12,198,2,24514
2010,4,6,75,2,34558
2021,3,5,80,10,3461
2016,6,9,8,10,52459
2010,3,12,188,2,0
2016,4,6,99,12,6887
2016,5,12,129,5,15582
2016,2,11,164,8,14020
2022,6,11,164,11,22823
2014,7,4,74,8,4598
2011,2,9,58,11,18391
2016,3,3,49,9,31242
2018,5,3,59,2,99611
2021,3,12,191,9,0
2022,4,5,84,6,7904
2016,5,8,124,6,20909
2024,6,1,20,7,14014
2019,6,10,150,10,21771
2024,4,3,60,2,30888
2018,6,1,13,12,16554
2020,2,3,61,12,19275
2011,2,1,17,7,53758
2018,7,1,20,10,29256
2016,4,8,70,10,7827
2011,2,9,146,11,17354
2020,3,3,53,10,18875
2021,3,2,35,9,13035
2012,3,11,168,9,40748
2016,3,1,19,3,34404
2014,7,1,4,1,22195
2010,7,3,49,10,14762
2012,7,9,143,9,10185
2024,4,1,16,3,23581
2022,5,11,124,8,6041
2020,1,11,177,10,4142
2015,2,2,43,8,23485
2018,4,8,6,6,16732
2021,4,12,180,10,0
2019,6,2,37,12,7722
2010,4,4,15,12,10147
2021,7,8,129,8,6908
2023,1,9,140,1,17449
2023,5,12,179,10,0
2012,6,5,84,4,7883
2020,3,2,36,4,44363
2016,1,9,74,11,13300
2016,6,7,113,4,13008
2015,5,8,34,2,20240
2020,1,12,188,8,10235
2013,3,4,73,4,8720
2022,6,5,85,12,4511
2020,4,1,8,3,0
2014,6,4,69,8,7169
2024,5,2,39,3,14822
2020,7,11,73,2,4373
2018,4,2,45,11,35280
2015,3,6,85,1,4705
2013,5,3,7,7,8910
2022,5,1,3,2,17574
2023,2,11,167,1,20492
2020,5,3,7,9,5101
2020,5,10,150,8,7714
2015,3,10,11,4,115309
2015,6,11,20,5,15715
2024,4,9,137,3,39316
2022,4,2,30,6,17553
2021,2,5,83,8,4603
2021,7,8,119,1,2070
2011,5,2,37,3,13618
2018,3,1,13,4,35208
2014,1,10,148,3,14127
2019,7,7,105,12,12085
2010,6,8,126,10,13165
2021,4,11,177,10,4520
2021,2,2,39,8,25319
2011,4,11,167,10,17415
2011,4,2,25,5,13916
2021,2,5,89,12,20553
2014,7,12,196,6,3251
2012,3,2,29,12,25000
2018,7,1,19,5,10914
2023,4,9,142,6,8538
2023,5,10,148,1,12349
2023,4,6,75,3,29100
2024,4,9,137,1,33630
2016,4,7,109,11,15028
2016,5,10,151,8,41266
2019,3,12,190,4,39462
2023,4,3,60,2,29326
2010,1,3,42,12,21483
2018,7,8,118,7,8523
2011,2,12,30,12,0
2013,5,12,190,6,24713
2022,3,12,189,4,0
2018,5,12,181,8,17432
2015,7,2,27,8,16062
2014,1,3,56,1,22543
2021,2,3,66,12,12359
2013,7,11,167,7,14558
2015,3,11,158,3,66382
2023,2,5,76,11,5398
2018,7,2,32,12,21263
2016,4,2,26,7,35185
2023,5,3,7,12,28399
2011,4,8,121,7,28220
2010,6,1,3,2,28483
2013,2,10,156,2,15216
2024,3,2,38,3,35192
2020,4,2,35,5,7070
2024,3,5,83,5,5028
2019,2,11,168,12,31969
2014,4,1,18,6,14956
2018,2,8,130,3,28763
2018,7,3,57,6,13282
2011,4,2,28,6,24503
2018,2,6,92,4,13184
2022,5,6,101,10,15364
2011,3,1,14,4,16824
2018,6,11,164,2,23177
2011,2,1,4,7,30274
2011,4,11,172,1,11549
2010,2,12,187,3,0
2012,4,8,118,11,14045
2022,6,10,155,10,28376
2012,2,11,54,6,5855
2021,1,4,75,11,11203
2023,6,12,184,11,5148
2020,2,12,182,6,6496
2012,3,12,183,6,0
2018,6,1,18,10,9042
2011,1,3,60,2,13450
2011,3,11,158,11,55398
2015,7,12,30,7,2679
2012,7,1,3,6,24090
2018,6,1,13,5,18481
2013,4,4,71,3,6872
2012,4,3,47,9,25823
2017,2,12,180,2,38702
2013,4,1,14,6,21709
2022,4,1,18,9,3970
2011,7,12,191,2,0
2021,6,11,174,9,8617
2016,2,8,119,5,7814
2018,3,7,108,2,19287
2021,3,11,173,1,5823
2015,6,2,35,8,20897
2020,6,6,92,9,4838
2018,2,3,53,6,39553
2020,7,12,186,4,3589
2013,1,3,60,2,29176
2014,1,2,31,5,26782
2017,4,8,116,5,8944
2019,4,2,32,6,33133
2023,4,5,83,12,6837
2017,2,7,108,5,19765
2016,7,7,93,12,21264
2016,1,8,129,5,15229
2011,2,3,42,12,19869
2012,1,5,61,10,15090
2011,5,1,9,12,73087
2016,6,3,47,3,37261
2015,6,5,85,3,4279
2014,2,6,85,9,4990
2012,2,11,165,1,22152
2020,3,3,54,10,7188
2012,1,2,37,12,9175
2022,1,4,69,12,3147
2013,5,3,62,5,29075
2019,5,8,126,6,13803
2020,7,12,180,12,7778
2015,1,12,192,9,11604
2012,6,2,24,9,30316
2018,7,3,53,6,24081
2020,1,11,20,10,8885
2010,3,2,36,11,134858
2019,6,11,166,9,19745
2014,2,8,130,1,25587
2019,7,5,83,6,4149
2011,6,7,103,12,5662
2023,3,12,180,8,27686
2021,1,11,174,11,11565
2019,2,11,158,7,58056
2019,4,2,26,4,30910
2021,5,7,112,12,24265
2022,2,2,22,4,6246
